metric_group,metric,label,category,definition,denominator,effect_measure,arshkon_value,asaniczka_value,scraped_value,arshkon_denominator,asaniczka_denominator,scraped_denominator,within_2024_effect,cross_period_effect,within_2024_cohen_h,cross_period_cohen_h,calibration_ratio_abs
top20_tech_stack,typescript,TypeScript,language,Shared tech-matrix indicator `typescript`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.12209302325581395,0.16016103623315245,0.19405212998047996,2064,11426,17418,0.0380680129773385,0.07195910672466602,0.10957284992288985,0.19844111273975762,1.890277455970779
top20_tech_stack,react,React,framework,Shared tech-matrix indicator `react`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.16521317829457363,0.13267985296691756,0.1933631875071765,2064,11426,17418,-0.03253332532765607,0.028150009212602856,-0.09150173505208148,0.07343614703585033,0.8652668895384319
top20_tech_stack,javascript,JavaScript,language,Shared tech-matrix indicator `javascript`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.22238372093023256,0.2132854892350779,0.17585256631071305,2064,11426,17418,-0.009098231695154668,-0.04653115461951951,-0.022042729767411617,-0.11670023456985568,5.1143075026656035
top20_tech_stack,microservices,Microservices,architecture,Shared tech-matrix indicator `microservices`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.1434108527131783,0.11832662349028532,0.17378573889080262,2064,11426,17418,-0.02508422922289298,0.030374886177624322,-0.07445632564341143,0.0832373484319151,1.2109156676778752
top20_tech_stack,linux,Linux,ops,Shared tech-matrix indicator `linux`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.11337209302325581,0.1914055662524068,0.14800780801469743,2064,11426,17418,0.07803347322915098,0.03463571499144162,0.21879491386123628,0.10296766993017836,0.44385714947906163
top20_tech_stack,gcp,GCP,cloud,Shared tech-matrix indicator `gcp`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.08624031007751938,0.08366882548573429,0.14289815133769665,2064,11426,17418,-0.002571484591785092,0.05665784126017727,-0.009223186774457437,0.17918907961414843,22.033124927591384
top20_tech_stack,git,Git,tooling,Shared tech-matrix indicator `git`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.14874031007751937,0.13731839663924383,0.13842002526122402,2064,11426,17418,-0.011421913438275533,-0.01032028481629535,-0.032630421335119286,-0.02943509083632556,0.9035513070613407
top20_tech_stack,csharp,C#,language,Shared tech-matrix indicator `csharp`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.1380813953488372,0.1139506388937511,0.11602939487886095,2064,11426,17418,-0.02413075645508611,-0.022052000469976255,-0.07278939345102031,-0.06627305721974697,0.9138545039406872
top20_tech_stack,nodejs,Node.js,framework,Shared tech-matrix indicator `nodejs`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.10562015503875968,0.09950988972518816,0.0923182914226662,2064,11426,17418,-0.00611026531357152,-0.013301863616093479,-0.020142068778504107,-0.044568001937360324,2.1769698913971363
top20_tech_stack,angular,Angular,framework,Shared tech-matrix indicator `angular`.,mid-senior LinkedIn SWE rows,percentage-point difference; cohen_h also reported,0.11627906976744186,0.10449851216523717,0.0792283844299001,2064,11426,17418,-0.011780557602204686,-0.03705068533754176,-0.03760516966175165,-0.12529228180572372,3.1450705975588003
